#k-distance eigenvalue[eV]
0.87184855 -11.34460000
0.88204408 -11.34470000
0.89223962 -11.34470000
0.90243517 -11.34470000
0.91263071 -11.34480000
0.92282625 -11.34480000
0.93302179 -11.34480000
0.94321732 -11.34480000
0.95341286 -11.34480000
0.96360841 -11.34480000
0.97380395 -11.34480000
0.98399949 -11.34490000
0.99419503 -11.34490000
0.99419503 -11.34490000
1.00430920 -11.34490000
1.01442338 -11.34480000
1.02453755 -11.34480000
1.03465174 -11.34480000
1.04476591 -11.34470000
1.05488009 -11.34460000
1.06499427 -11.34460000
1.07510844 -11.34450000
1.08522262 -11.34440000
1.09533680 -11.34430000
1.10545098 -11.34420000
1.11556516 -11.34400000
1.12567933 -11.34390000
1.13579351 -11.34380000
1.14590768 -11.34360000
1.15602187 -11.34340000
1.16613604 -11.34330000
1.17625022 -11.34310000
1.18636440 -11.34290000
1.19647857 -11.34280000
1.20659275 -11.34260000
1.21670693 -11.34240000
1.22682111 -11.34220000
1.23693529 -11.34200000
1.24704946 -11.34180000
1.25716364 -11.34170000
1.26727781 -11.34150000
1.27739200 -11.34130000
1.28750617 -11.34110000
1.29762035 -11.34090000
1.30773453 -11.34080000
1.31784870 -11.34060000
1.32796288 -11.34040000
1.33807706 -11.34030000
1.34819124 -11.34010000
1.35830542 -11.34000000
1.36841959 -11.33980000
1.37853377 -11.33970000
1.38864794 -11.33960000
1.39876213 -11.33950000
1.40887630 -11.33940000
1.41899048 -11.33930000
1.42910466 -11.33920000
1.43921883 -11.33920000
1.44933301 -11.33910000
1.45944719 -11.33910000
1.46956137 -11.33900000
1.47967555 -11.33900000
1.48978972 -11.33900000
1.48978972 -11.33900000
1.49998526 -11.33900000
1.51018080 -11.33900000
1.52037634 -11.33910000
1.53057188 -11.33910000
1.54076742 -11.33910000
1.55096296 -11.33920000
1.56115850 -11.33930000
1.57135404 -11.33940000
1.58154958 -11.33940000
1.59174512 -11.33950000
1.60194066 -11.33960000
1.61213620 -11.33980000
1.62233174 -11.33990000
1.63252728 -11.34000000
1.64272281 -11.34020000
1.65291836 -11.34030000
1.66311390 -11.34050000
1.67330944 -11.34060000
1.68350498 -11.34080000
1.69370052 -11.34090000
1.70389605 -11.34110000
1.71409160 -11.34130000
1.72428714 -11.34140000
1.73448268 -11.34160000
1.74467822 -11.34180000
1.75487376 -11.34200000
1.76506929 -11.34210000
1.77526484 -11.34230000
1.78546038 -11.34250000
1.79565592 -11.34260000
1.80585146 -11.34280000
1.81604699 -11.34290000
1.82624253 -11.34310000
1.83643808 -11.34320000
1.84663362 -11.34340000
1.85682916 -11.34350000
1.86702470 -11.34360000
1.87722023 -11.34370000
1.88741577 -11.34380000
1.89761132 -11.34390000
1.90780686 -11.34400000
1.91800240 -11.34410000
1.92819794 -11.34420000
1.93839347 -11.34420000
1.94858901 -11.34430000
1.95878456 -11.34430000
1.96898010 -11.34430000
1.97917564 -11.34440000
1.98937118 -11.34440000
1.98937118 -11.34440000
1.99946533 -11.34420000
2.00955948 -11.34360000
2.01965363 -11.34250000
2.02974780 -11.34120000
2.03984195 -11.33940000
2.04993610 -11.33730000
2.06003026 -11.33480000
2.07012441 -11.33210000
2.08021856 -11.32910000
2.09031272 -11.32580000
2.10040688 -11.32230000
2.11050103 -11.31870000
2.12059518 -11.31480000
2.13068934 -11.31090000
2.14078349 -11.30680000
2.15087765 -11.30260000
2.16097180 -11.29840000
2.17106596 -11.29410000
2.18116011 -11.28980000
2.19125426 -11.28550000
2.20134842 -11.28130000
2.21144258 -11.27700000
2.22153673 -11.27290000
2.23163088 -11.26880000
2.24172504 -11.26470000
2.25181919 -11.26080000
2.26191334 -11.25700000
2.27200751 -11.25320000
2.28210166 -11.24960000
2.29219581 -11.24620000
2.30228996 -11.24280000
2.31238412 -11.23970000
2.32247827 -11.23660000
2.33257243 -11.23380000
2.34266659 -11.23110000
2.35276074 -11.22850000
2.36285489 -11.22620000
2.37294904 -11.22400000
2.38304320 -11.22200000
2.39313736 -11.22020000
2.40323151 -11.21850000
2.41332567 -11.21710000
2.42341982 -11.21580000
2.43351397 -11.21470000
2.44360812 -11.21390000
2.45370229 -11.21320000
2.46379644 -11.21270000
2.47389059 -11.21240000
2.48398475 -11.21230000
2.48398475 -11.21230000
2.49418028 -11.21240000
2.50437582 -11.21290000
2.51457136 -11.21360000
2.52476691 -11.21450000
2.53496245 -11.21580000
2.54515799 -11.21730000
2.55535352 -11.21910000
2.56554906 -11.22110000
2.57574460 -11.22350000
2.58594015 -11.22610000
2.59613569 -11.22890000
2.60633123 -11.23200000
2.61652676 -11.23540000
2.62672230 -11.23900000
2.63691784 -11.24290000
2.64711339 -11.24700000
2.65730893 -11.25140000
2.66750446 -11.25600000
2.67770000 -11.26080000
2.68789554 -11.26580000
2.69809108 -11.27110000
2.70828663 -11.27650000
2.71848217 -11.28210000
2.72867770 -11.28790000
2.73887324 -11.29390000
2.74906878 -11.30000000
2.75926432 -11.30630000
2.76945987 -11.31270000
2.77965541 -11.31910000
2.78985094 -11.32570000
2.80004648 -11.33230000
2.81024202 -11.33900000
2.82043756 -11.34560000
2.83063311 -11.35230000
2.84082864 -11.35890000
2.85102418 -11.36540000
2.86121972 -11.37170000
2.87141526 -11.37790000
2.88161080 -11.38380000
2.89180635 -11.38950000
2.90200188 -11.39480000
2.91219742 -11.39970000
2.92239296 -11.40420000
2.93258850 -11.40810000
2.94278404 -11.41140000
2.95297959 -11.41400000
2.96317512 -11.41590000
2.97337066 -11.41710000
2.98356620 -11.41750000
2.98356620 -11.41750000
2.99368038 -11.41720000
3.00379455 -11.41630000
3.01390873 -11.41490000
3.02402291 -11.41290000
3.03413709 -11.41040000
3.04425127 -11.40740000
3.05436544 -11.40400000
3.06447962 -11.40010000
3.07459379 -11.39590000
3.08470798 -11.39140000
3.09482215 -11.38650000
3.10493633 -11.38150000
3.11505051 -11.37620000
3.12516468 -11.37080000
3.13527886 -11.36520000
3.14539304 -11.35960000
3.15550722 -11.35380000
3.16562140 -11.34810000
3.17573557 -11.34230000
3.18584975 -11.33650000
3.19596392 -11.33080000
3.20607811 -11.32520000
3.21619228 -11.31960000
3.22630646 -11.31410000
3.23642064 -11.30870000
3.24653481 -11.30350000
3.25664899 -11.29840000
3.26676317 -11.29340000
3.27687735 -11.28860000
3.28699153 -11.28400000
3.29710570 -11.27960000
3.30721988 -11.27540000
3.31733405 -11.27140000
3.32744824 -11.26750000
3.33756241 -11.26400000
3.34767659 -11.26060000
3.35779077 -11.25740000
3.36790494 -11.25450000
3.37801912 -11.25190000
3.38813330 -11.24940000
3.39824748 -11.24730000
3.40836166 -11.24530000
3.41847583 -11.24370000
3.42859001 -11.24220000
3.43870418 -11.24110000
3.44881837 -11.24020000
3.45893254 -11.23950000
3.46904672 -11.23910000
3.47916090 -11.23900000
3.47916090 -11.23900000
3.48935643 -11.23890000
3.49955197 -11.23880000
3.50974751 -11.23860000
3.51994306 -11.23820000
3.53013860 -11.23780000
3.54033414 -11.23730000
3.55052967 -11.23670000
3.56072521 -11.23600000
3.57092075 -11.23520000
3.58111630 -11.23430000
3.59131184 -11.23340000
3.60150738 -11.23230000
3.61170291 -11.23120000
3.62189845 -11.23000000
3.63209399 -11.22880000
3.64228954 -11.22740000
3.65248508 -11.22600000
3.66268061 -11.22460000
3.67287615 -11.22310000
3.68307169 -11.22150000
3.69326723 -11.21990000
3.70346278 -11.21820000
3.71365832 -11.21650000
3.72385385 -11.21480000
3.73404939 -11.21300000
3.74424493 -11.21120000
3.75444047 -11.20950000
3.76463602 -11.20770000
3.77483156 -11.20590000
3.78502709 -11.20410000
3.79522263 -11.20240000
3.80541817 -11.20070000
3.81561371 -11.19900000
3.82580926 -11.19730000
3.83600480 -11.19580000
3.84620033 -11.19430000
3.85639587 -11.19280000
3.86659141 -11.19150000
3.87678695 -11.19020000
3.88698250 -11.18900000
3.89717803 -11.18790000
3.90737357 -11.18700000
3.91756911 -11.18610000
3.92776465 -11.18540000
3.93796019 -11.18480000
3.94815574 -11.18430000
3.95835127 -11.18400000
3.96854681 -11.18380000
3.97874235 -11.18370000

0.00000000 -9.31590000
0.01009415 -9.31590000
0.02018831 -9.31580000
0.03028246 -9.31580000
0.04037662 -9.31580000
0.05047077 -9.31570000
0.06056493 -9.31560000
0.07065908 -9.31550000
0.08075323 -9.31540000
0.09084739 -9.31530000
0.10094155 -9.31510000
0.11103570 -9.31500000
0.12112985 -9.31480000
0.13122401 -9.31460000
0.14131816 -9.31450000
0.15141231 -9.31430000
0.16150648 -9.31410000
0.17160063 -9.31380000
0.18169478 -9.31360000
0.19178893 -9.31340000
0.20188309 -9.31320000
0.21197724 -9.31290000
0.22207140 -9.31270000
0.23216556 -9.31240000
0.24225971 -9.31220000
0.25235386 -9.31190000
0.26244801 -9.31170000
0.27254217 -9.31140000
0.28263633 -9.31120000
0.29273048 -9.31100000
0.30282464 -9.31070000
0.31291879 -9.31050000
0.32301294 -9.31030000
0.33310709 -9.31010000
0.34320126 -9.30990000
0.35329541 -9.30970000
0.36338956 -9.30950000
0.37348372 -9.30930000
0.38357787 -9.30910000
0.39367202 -9.30900000
0.40376618 -9.30880000
0.41386034 -9.30870000
0.42395449 -9.30860000
0.43404864 -9.30850000
0.44414280 -9.30840000
0.45423695 -9.30830000
0.46433111 -9.30830000
0.47442526 -9.30820000
0.48451942 -9.30820000
0.49461357 -9.30820000
0.49461357 -9.30820000
0.50480911 -9.30810000
0.51500465 -9.30790000
0.52520019 -9.30760000
0.53539573 -9.30710000
0.54559127 -9.30640000
0.55578681 -9.30560000
0.56598235 -9.30470000
0.57617789 -9.30370000
0.58637342 -9.30260000
0.59656897 -9.30130000
0.60676451 -9.29990000
0.61696005 -9.29840000
0.62715559 -9.29690000
0.63735113 -9.29520000
0.64754666 -9.29340000
0.65774221 -9.29160000
0.66793775 -9.28970000
0.67813329 -9.28770000
0.68832883 -9.28560000
0.69852437 -9.28360000
0.70871990 -9.28150000
0.71891545 -9.27940000
0.72911099 -9.27720000
0.73930653 -9.27500000
0.74950207 -9.27290000
0.75969761 -9.27070000
0.76989314 -9.26860000
0.78008869 -9.26650000
0.79028423 -9.26440000
0.80047977 -9.26230000
0.81067531 -9.26030000
0.82087084 -9.25830000
0.83106638 -9.25650000
0.84126193 -9.25460000
0.85145747 -9.25290000
0.86165301 -9.25120000
0.87184855 -9.24970000
0.88204408 -9.24820000
0.89223962 -9.24680000
0.90243517 -9.24560000
0.91263071 -9.24440000
0.92282625 -9.24340000
0.93302179 -9.24250000
0.94321732 -9.24170000
0.95341286 -9.24110000
0.96360841 -9.24060000
0.97380395 -9.24020000
0.98399949 -9.24000000
0.99419503 -9.23990000
0.99419503 -9.23990000
1.00430920 -9.23990000
1.01442338 -9.23990000
1.02453755 -9.23990000
1.03465174 -9.23990000
1.04476591 -9.23990000
1.05488009 -9.23990000
1.06499427 -9.24000000
1.07510844 -9.24000000
1.08522262 -9.24000000
1.09533680 -9.24010000
1.10545098 -9.24010000
1.11556516 -9.24020000
1.12567933 -9.24020000
1.13579351 -9.24020000
1.14590768 -9.24030000
1.15602187 -9.24030000
1.16613604 -9.24030000
1.17625022 -9.24040000
1.18636440 -9.24040000
1.19647857 -9.24050000
1.20659275 -9.24050000
1.21670693 -9.24050000
1.22682111 -9.24060000
1.23693529 -9.24060000
1.24704946 -9.24060000
1.25716364 -9.24070000
1.26727781 -9.24070000
1.27739200 -9.24070000
1.28750617 -9.24070000
1.29762035 -9.24070000
1.30773453 -9.24070000
1.31784870 -9.24070000
1.32796288 -9.24070000
1.33807706 -9.24070000
1.34819124 -9.24070000
1.35830542 -9.24070000
1.36841959 -9.24060000
1.37853377 -9.24060000
1.38864794 -9.24060000
1.39876213 -9.24060000
1.40887630 -9.24060000
1.41899048 -9.24050000
1.42910466 -9.24050000
1.43921883 -9.24050000
1.44933301 -9.24050000
1.45944719 -9.24050000
1.46956137 -9.24050000
1.47967555 -9.24050000
1.48978972 -9.24050000
1.48978972 -9.24050000
1.49998526 -9.24050000
1.51018080 -9.24070000
1.52037634 -9.24110000
1.53057188 -9.24160000
1.54076742 -9.24220000
1.55096296 -9.24300000
1.56115850 -9.24380000
1.57135404 -9.24480000
1.58154958 -9.24590000
1.59174512 -9.24720000
1.60194066 -9.24850000
1.61213620 -9.25000000
1.62233174 -9.25150000
1.63252728 -9.25310000
1.64272281 -9.25490000
1.65291836 -9.25670000
1.66311390 -9.25850000
1.67330944 -9.26040000
1.68350498 -9.26240000
1.69370052 -9.26440000
1.70389605 -9.26650000
1.71409160 -9.26850000
1.72428714 -9.27060000
1.73448268 -9.27270000
1.74467822 -9.27480000
1.75487376 -9.27690000
1.76506929 -9.27900000
1.77526484 -9.28110000
1.78546038 -9.28310000
1.79565592 -9.28510000
1.80585146 -9.28700000
1.81604699 -9.28890000
1.82624253 -9.29070000
1.83643808 -9.29240000
1.84663362 -9.29410000
1.85682916 -9.29570000
1.86702470 -9.29720000
1.87722023 -9.29860000
1.88741577 -9.29990000
1.89761132 -9.30110000
1.90780686 -9.30220000
1.91800240 -9.30320000
1.92819794 -9.30400000
1.93839347 -9.30480000
1.94858901 -9.30540000
1.95878456 -9.30580000
1.96898010 -9.30610000
1.97917564 -9.30630000
1.98937118 -9.30640000
1.98937118 -9.30640000
1.99946533 -9.30640000
2.00955948 -9.30640000
2.01965363 -9.30650000
2.02974780 -9.30650000
2.03984195 -9.30660000
2.04993610 -9.30660000
2.06003026 -9.30670000
2.07012441 -9.30690000
2.08021856 -9.30700000
2.09031272 -9.30710000
2.10040688 -9.30730000
2.11050103 -9.30740000
2.12059518 -9.30760000
2.13068934 -9.30780000
2.14078349 -9.30800000
2.15087765 -9.30820000
2.16097180 -9.30840000
2.17106596 -9.30860000
2.18116011 -9.30880000
2.19125426 -9.30900000
2.20134842 -9.30920000
2.21144258 -9.30950000
2.22153673 -9.30970000
2.23163088 -9.30990000
2.24172504 -9.31020000
2.25181919 -9.31040000
2.26191334 -9.31060000
2.27200751 -9.31090000
2.28210166 -9.31110000
2.29219581 -9.31130000
2.30228996 -9.31150000
2.31238412 -9.31170000
2.32247827 -9.31190000
2.33257243 -9.31210000
2.34266659 -9.31230000
2.35276074 -9.31250000
2.36285489 -9.31260000
2.37294904 -9.31280000
2.38304320 -9.31290000
2.39313736 -9.31310000
2.40323151 -9.31320000
2.41332567 -9.31330000
2.42341982 -9.31340000
2.43351397 -9.31350000
2.44360812 -9.31350000
2.45370229 -9.31360000
2.46379644 -9.31360000
2.47389059 -9.31360000
2.48398475 -9.31370000
2.48398475 -9.31370000
2.49418028 -9.31360000
2.50437582 -9.31330000
2.51457136 -9.31280000
2.52476691 -9.31220000
2.53496245 -9.31140000
2.54515799 -9.31040000
2.55535352 -9.30920000
2.56554906 -9.30790000
2.57574460 -9.30640000
2.58594015 -9.30480000
2.59613569 -9.30300000
2.60633123 -9.30110000
2.61652676 -9.29910000
2.62672230 -9.29690000
2.63691784 -9.29460000
2.64711339 -9.29210000
2.65730893 -9.28960000
2.66750446 -9.28700000
2.67770000 -9.28440000
2.68789554 -9.28160000
2.69809108 -9.27880000
2.70828663 -9.27600000
2.71848217 -9.27310000
2.72867770 -9.27020000
2.73887324 -9.26730000
2.74906878 -9.26430000
2.75926432 -9.26140000
2.76945987 -9.25850000
2.77965541 -9.25560000
2.78985094 -9.25280000
2.80004648 -9.25000000
2.81024202 -9.24730000
2.82043756 -9.24470000
2.83063311 -9.24210000
2.84082864 -9.23970000
2.85102418 -9.23740000
2.86121972 -9.23520000
2.87141526 -9.23310000
2.88161080 -9.23120000
2.89180635 -9.22940000
2.90200188 -9.22780000
2.91219742 -9.22640000
2.92239296 -9.22510000
2.93258850 -9.22400000
2.94278404 -9.22310000
2.95297959 -9.22240000
2.96317512 -9.22190000
2.97337066 -9.22160000
2.98356620 -9.22150000
2.98356620 -9.22150000
2.99368038 -9.22150000
3.00379455 -9.22160000
3.01390873 -9.22160000
3.02402291 -9.22160000
3.03413709 -9.22170000
3.04425127 -9.22180000
3.05436544 -9.22190000
3.06447962 -9.22200000
3.07459379 -9.22210000
3.08470798 -9.22230000
3.09482215 -9.22240000
3.10493633 -9.22260000
3.11505051 -9.22270000
3.12516468 -9.22290000
3.13527886 -9.22310000
3.14539304 -9.22320000
3.15550722 -9.22340000
3.16562140 -9.22360000
3.17573557 -9.22380000
3.18584975 -9.22400000
3.19596392 -9.22420000
3.20607811 -9.22440000
3.21619228 -9.22460000
3.22630646 -9.22480000
3.23642064 -9.22500000
3.24653481 -9.22510000
3.25664899 -9.22530000
3.26676317 -9.22550000
3.27687735 -9.22570000
3.28699153 -9.22590000
3.29710570 -9.22600000
3.30721988 -9.22620000
3.31733405 -9.22630000
3.32744824 -9.22650000
3.33756241 -9.22660000
3.34767659 -9.22670000
3.35779077 -9.22680000
3.36790494 -9.22700000
3.37801912 -9.22700000
3.38813330 -9.22710000
3.39824748 -9.22720000
3.40836166 -9.22730000
3.41847583 -9.22740000
3.42859001 -9.22740000
3.43870418 -9.22750000
3.44881837 -9.22750000
3.45893254 -9.22750000
3.46904672 -9.22760000
3.47916090 -9.22760000
3.47916090 -9.22760000
3.48935643 -9.22770000
3.49955197 -9.22800000
3.50974751 -9.22850000
3.51994306 -9.22910000
3.53013860 -9.23000000
3.54033414 -9.23110000
3.55052967 -9.23230000
3.56072521 -9.23370000
3.57092075 -9.23530000
3.58111630 -9.23700000
3.59131184 -9.23880000
3.60150738 -9.24080000
3.61170291 -9.24290000
3.62189845 -9.24510000
3.63209399 -9.24740000
3.64228954 -9.24980000
3.65248508 -9.25230000
3.66268061 -9.25480000
3.67287615 -9.25740000
3.68307169 -9.26000000
3.69326723 -9.26280000
3.70346278 -9.26550000
3.71365832 -9.26820000
3.72385385 -9.27100000
3.73404939 -9.27370000
3.74424493 -9.27650000
3.75444047 -9.27930000
3.76463602 -9.28200000
3.77483156 -9.28470000
3.78502709 -9.28730000
3.79522263 -9.28990000
3.80541817 -9.29240000
3.81561371 -9.29480000
3.82580926 -9.29710000
3.83600480 -9.29940000
3.84620033 -9.30150000
3.85639587 -9.30350000
3.86659141 -9.30540000
3.87678695 -9.30720000
3.88698250 -9.30880000
3.89717803 -9.31020000
3.90737357 -9.31150000
3.91756911 -9.31270000
3.92776465 -9.31360000
3.93796019 -9.31440000
3.94815574 -9.31510000
3.95835127 -9.31550000
3.96854681 -9.31580000
3.97874235 -9.31590000

0.00000000 -9.16250000
0.01009415 -9.16250000
0.02018831 -9.16250000
0.03028246 -9.16240000
0.04037662 -9.16240000
0.05047077 -9.16230000
0.06056493 -9.16220000
0.07065908 -9.16210000
0.08075323 -9.16200000
0.09084739 -9.16180000
0.10094155 -9.16170000
0.11103570 -9.16150000
0.12112985 -9.16130000
0.13122401 -9.16110000
0.14131816 -9.16100000
0.15141231 -9.16070000
0.16150648 -9.16050000
0.17160063 -9.16030000
0.18169478 -9.16010000
0.19178893 -9.15980000
0.20188309 -9.15960000
0.21197724 -9.15930000
0.22207140 -9.15910000
0.23216556 -9.15880000
0.24225971 -9.15860000
0.25235386 -9.15830000
0.26244801 -9.15800000
0.27254217 -9.15780000
0.28263633 -9.15750000
0.29273048 -9.15730000
0.30282464 -9.15700000
0.31291879 -9.15680000
0.32301294 -9.15650000
0.33310709 -9.15630000
0.34320126 -9.15610000
0.35329541 -9.15590000
0.36338956 -9.15570000
0.37348372 -9.15550000
0.38357787 -9.15530000
0.39367202 -9.15520000
0.40376618 -9.15500000
0.41386034 -9.15490000
0.42395449 -9.15480000
0.43404864 -9.15470000
0.44414280 -9.15460000
0.45423695 -9.15450000
0.46433111 -9.15440000
0.47442526 -9.15440000
0.48451942 -9.15430000
0.49461357 -9.15430000
0.49461357 -9.15430000
0.50480911 -9.15430000
0.51500465 -9.15440000
0.52520019 -9.15440000
0.53539573 -9.15450000
0.54559127 -9.15460000
0.55578681 -9.15470000
0.56598235 -9.15480000
0.57617789 -9.15500000
0.58637342 -9.15520000
0.59656897 -9.15540000
0.60676451 -9.15560000
0.61696005 -9.15580000
0.62715559 -9.15610000
0.63735113 -9.15630000
0.64754666 -9.15660000
0.65774221 -9.15690000
0.66793775 -9.15720000
0.67813329 -9.15750000
0.68832883 -9.15790000
0.69852437 -9.15820000
0.70871990 -9.15860000
0.71891545 -9.15900000
0.72911099 -9.15940000
0.73930653 -9.15990000
0.74950207 -9.16030000
0.75969761 -9.16070000
0.76989314 -9.16120000
0.78008869 -9.16170000
0.79028423 -9.16210000
0.80047977 -9.16260000
0.81067531 -9.16310000
0.82087084 -9.16350000
0.83106638 -9.16400000
0.84126193 -9.16450000
0.85145747 -9.16490000
0.86165301 -9.16540000
0.87184855 -9.16580000
0.88204408 -9.16620000
0.89223962 -9.16660000
0.90243517 -9.16700000
0.91263071 -9.16730000
0.92282625 -9.16760000
0.93302179 -9.16790000
0.94321732 -9.16810000
0.95341286 -9.16830000
0.96360841 -9.16850000
0.97380395 -9.16860000
0.98399949 -9.16870000
0.99419503 -9.16870000
0.99419503 -9.16870000
1.00430920 -9.16870000
1.01442338 -9.16850000
1.02453755 -9.16830000
1.03465174 -9.16810000
1.04476591 -9.16770000
1.05488009 -9.16730000
1.06499427 -9.16680000
1.07510844 -9.16630000
1.08522262 -9.16570000
1.09533680 -9.16500000
1.10545098 -9.16430000
1.11556516 -9.16350000
1.12567933 -9.16260000
1.13579351 -9.16170000
1.14590768 -9.16080000
1.15602187 -9.15980000
1.16613604 -9.15880000
1.17625022 -9.15770000
1.18636440 -9.15660000
1.19647857 -9.15550000
1.20659275 -9.15440000
1.21670693 -9.15320000
1.22682111 -9.15210000
1.23693529 -9.15090000
1.24704946 -9.14970000
1.25716364 -9.14860000
1.26727781 -9.14740000
1.27739200 -9.14630000
1.28750617 -9.14520000
1.29762035 -9.14410000
1.30773453 -9.14300000
1.31784870 -9.14200000
1.32796288 -9.14100000
1.33807706 -9.14000000
1.34819124 -9.13910000
1.35830542 -9.13820000
1.36841959 -9.13740000
1.37853377 -9.13660000
1.38864794 -9.13590000
1.39876213 -9.13530000
1.40887630 -9.13470000
1.41899048 -9.13410000
1.42910466 -9.13370000
1.43921883 -9.13330000
1.44933301 -9.13300000
1.45944719 -9.13270000
1.46956137 -9.13250000
1.47967555 -9.13240000
1.48978972 -9.13240000
1.48978972 -9.13240000
1.49998526 -9.13240000
1.51018080 -9.13230000
1.52037634 -9.13230000
1.53057188 -9.13220000
1.54076742 -9.13200000
1.55096296 -9.13190000
1.56115850 -9.13170000
1.57135404 -9.13150000
1.58154958 -9.13120000
1.59174512 -9.13090000
1.60194066 -9.13070000
1.61213620 -9.13040000
1.62233174 -9.13010000
1.63252728 -9.12980000
1.64272281 -9.12940000
1.65291836 -9.12900000
1.66311390 -9.12870000
1.67330944 -9.12830000
1.68350498 -9.12790000
1.69370052 -9.12750000
1.70389605 -9.12700000
1.71409160 -9.12660000
1.72428714 -9.12620000
1.73448268 -9.12580000
1.74467822 -9.12540000
1.75487376 -9.12490000
1.76506929 -9.12450000
1.77526484 -9.12410000
1.78546038 -9.12370000
1.79565592 -9.12330000
1.80585146 -9.12290000
1.81604699 -9.12250000
1.82624253 -9.12220000
1.83643808 -9.12180000
1.84663362 -9.12150000
1.85682916 -9.12120000
1.86702470 -9.12090000
1.87722023 -9.12060000
1.88741577 -9.12040000
1.89761132 -9.12010000
1.90780686 -9.11990000
1.91800240 -9.11970000
1.92819794 -9.11960000
1.93839347 -9.11940000
1.94858901 -9.11930000
1.95878456 -9.11920000
1.96898010 -9.11920000
1.97917564 -9.11910000
1.98937118 -9.11910000
1.98937118 -9.11910000
1.99946533 -9.11910000
2.00955948 -9.11910000
2.01965363 -9.11900000
2.02974780 -9.11900000
2.03984195 -9.11890000
2.04993610 -9.11880000
2.06003026 -9.11870000
2.07012441 -9.11860000
2.08021856 -9.11850000
2.09031272 -9.11830000
2.10040688 -9.11820000
2.11050103 -9.11800000
2.12059518 -9.11780000
2.13068934 -9.11760000
2.14078349 -9.11740000
2.15087765 -9.11710000
2.16097180 -9.11690000
2.17106596 -9.11670000
2.18116011 -9.11640000
2.19125426 -9.11610000
2.20134842 -9.11580000
2.21144258 -9.11550000
2.22153673 -9.11520000
2.23163088 -9.11490000
2.24172504 -9.11460000
2.25181919 -9.11430000
2.26191334 -9.11400000
2.27200751 -9.11370000
2.28210166 -9.11340000
2.29219581 -9.11300000
2.30228996 -9.11270000
2.31238412 -9.11240000
2.32247827 -9.11210000
2.33257243 -9.11190000
2.34266659 -9.11160000
2.35276074 -9.11130000
2.36285489 -9.11110000
2.37294904 -9.11080000
2.38304320 -9.11060000
2.39313736 -9.11040000
2.40323151 -9.11020000
2.41332567 -9.11000000
2.42341982 -9.10990000
2.43351397 -9.10980000
2.44360812 -9.10970000
2.45370229 -9.10960000
2.46379644 -9.10950000
2.47389059 -9.10950000
2.48398475 -9.10950000
2.48398475 -9.10950000
2.49418028 -9.10950000
2.50437582 -9.10950000
2.51457136 -9.10950000
2.52476691 -9.10950000
2.53496245 -9.10950000
2.54515799 -9.10960000
2.55535352 -9.10960000
2.56554906 -9.10970000
2.57574460 -9.10970000
2.58594015 -9.10980000
2.59613569 -9.10980000
2.60633123 -9.10990000
2.61652676 -9.10990000
2.62672230 -9.11000000
2.63691784 -9.11010000
2.64711339 -9.11010000
2.65730893 -9.11020000
2.66750446 -9.11030000
2.67770000 -9.11040000
2.68789554 -9.11050000
2.69809108 -9.11060000
2.70828663 -9.11070000
2.71848217 -9.11080000
2.72867770 -9.11090000
2.73887324 -9.11100000
2.74906878 -9.11110000
2.75926432 -9.11120000
2.76945987 -9.11130000
2.77965541 -9.11140000
2.78985094 -9.11160000
2.80004648 -9.11170000
2.81024202 -9.11180000
2.82043756 -9.11190000
2.83063311 -9.11210000
2.84082864 -9.11220000
2.85102418 -9.11230000
2.86121972 -9.11240000
2.87141526 -9.11250000
2.88161080 -9.11260000
2.89180635 -9.11280000
2.90200188 -9.11280000
2.91219742 -9.11290000
2.92239296 -9.11300000
2.93258850 -9.11310000
2.94278404 -9.11310000
2.95297959 -9.11320000
2.96317512 -9.11320000
2.97337066 -9.11320000
2.98356620 -9.11320000
2.98356620 -9.11320000
2.99368038 -9.11330000
3.00379455 -9.11350000
3.01390873 -9.11380000
3.02402291 -9.11420000
3.03413709 -9.11480000
3.04425127 -9.11550000
3.05436544 -9.11630000
3.06447962 -9.11720000
3.07459379 -9.11820000
3.08470798 -9.11930000
3.09482215 -9.12050000
3.10493633 -9.12190000
3.11505051 -9.12320000
3.12516468 -9.12470000
3.13527886 -9.12630000
3.14539304 -9.12800000
3.15550722 -9.12970000
3.16562140 -9.13140000
3.17573557 -9.13320000
3.18584975 -9.13510000
3.19596392 -9.13700000
3.20607811 -9.13890000
3.21619228 -9.14080000
3.22630646 -9.14270000
3.23642064 -9.14470000
3.24653481 -9.14660000
3.25664899 -9.14850000
3.26676317 -9.15040000
3.27687735 -9.15230000
3.28699153 -9.15420000
3.29710570 -9.15600000
3.30721988 -9.15770000
3.31733405 -9.15940000
3.32744824 -9.16100000
3.33756241 -9.16250000
3.34767659 -9.16400000
3.35779077 -9.16540000
3.36790494 -9.16670000
3.37801912 -9.16790000
3.38813330 -9.16900000
3.39824748 -9.17000000
3.40836166 -9.17090000
3.41847583 -9.17170000
3.42859001 -9.17230000
3.43870418 -9.17290000
3.44881837 -9.17330000
3.45893254 -9.17360000
3.46904672 -9.17380000
3.47916090 -9.17390000
3.47916090 -9.17390000
3.48935643 -9.17380000
3.49955197 -9.17370000
3.50974751 -9.17360000
3.51994306 -9.17340000
3.53013860 -9.17310000
3.54033414 -9.17280000
3.55052967 -9.17250000
3.56072521 -9.17220000
3.57092075 -9.17180000
3.58111630 -9.17140000
3.59131184 -9.17100000
