#k-distance eigenvalue[eV]
2.35276074 -1.68620000
2.36285489 -1.67970000
2.37294904 -1.67280000
2.38304320 -1.66560000
2.39313736 -1.65830000
2.40323151 -1.65090000
2.41332567 -1.64360000
2.42341982 -1.63670000
2.43351397 -1.63040000
2.44360812 -1.62480000
2.45370229 -1.62340000
2.46379644 -1.62400000
2.47389059 -1.62430000
2.48398475 -1.62450000
2.48398475 -1.62450000
2.49418028 -1.62310000
2.50437582 -1.61990000
2.51457136 -1.61720000
2.52476691 -1.61540000
2.53496245 -1.61380000
2.54515799 -1.61200000
2.55535352 -1.61010000
2.56554906 -1.60800000
2.57574460 -1.60560000
2.58594015 -1.60300000
2.59613569 -1.60020000
2.60633123 -1.59720000
2.61652676 -1.59400000
2.62672230 -1.59070000
2.63691784 -1.58710000
2.64711339 -1.58340000
2.65730893 -1.57960000
2.66750446 -1.57570000
2.67770000 -1.57160000
2.68789554 -1.56750000
2.69809108 -1.56330000
2.70828663 -1.55900000
2.71848217 -1.55480000
2.72867770 -1.55050000
2.73887324 -1.54620000
2.74906878 -1.54190000
2.75926432 -1.53760000
2.76945987 -1.53340000
2.77965541 -1.52930000
2.78985094 -1.52520000
2.80004648 -1.52120000
2.81024202 -1.51730000
2.82043756 -1.51350000
2.83063311 -1.50980000
2.84082864 -1.50620000
2.85102418 -1.50270000
2.86121972 -1.49930000
2.87141526 -1.49590000
2.88161080 -1.49270000
2.89180635 -1.48930000
2.90200188 -1.48570000
2.91219742 -1.48070000
2.92239296 -1.47070000
2.93258850 -1.45340000
2.94278404 -1.43910000
2.95297959 -1.43320000
2.96317512 -1.43190000
2.97337066 -1.43180000
2.98356620 -1.43180000
2.98356620 -1.43180000
2.99368038 -1.43190000
3.00379455 -1.43220000
3.01390873 -1.43280000
3.02402291 -1.43350000
3.03413709 -1.43440000
3.04425127 -1.44190000
3.05436544 -1.44570000
3.06447962 -1.44460000
3.07459379 -1.44120000
3.08470798 -1.44220000
3.09482215 -1.44440000
3.10493633 -1.44670000
3.11505051 -1.44920000
3.12516468 -1.45190000
3.13527886 -1.45480000
3.14539304 -1.45790000
3.15550722 -1.46110000
3.16562140 -1.46450000
3.17573557 -1.46800000
3.18584975 -1.47170000
3.19596392 -1.47560000
3.20607811 -1.47960000
3.21619228 -1.48370000
3.22630646 -1.48800000
3.23642064 -1.49250000
3.24653481 -1.49710000
3.25664899 -1.50180000
3.26676317 -1.50670000
3.27687735 -1.51180000
3.28699153 -1.51710000
3.29710570 -1.52250000
3.30721988 -1.52820000
3.31733405 -1.53400000
3.32744824 -1.54010000
3.33756241 -1.54650000
3.34767659 -1.55300000
3.35779077 -1.55980000
3.36790494 -1.56680000
3.37801912 -1.57380000
3.38813330 -1.58090000
3.39824748 -1.58800000
3.40836166 -1.59480000
3.41847583 -1.60130000
3.42859001 -1.60730000
3.43870418 -1.61260000
3.44881837 -1.61700000
3.45893254 -1.62030000
3.46904672 -1.62230000
3.47916090 -1.62300000
3.47916090 -1.62300000
3.48935643 -1.62280000
3.49955197 -1.62210000
3.50974751 -1.62100000
3.51994306 -1.61940000
3.53013860 -1.61740000
3.54033414 -1.61500000
3.55052967 -1.61220000
3.56072521 -1.60900000
3.57092075 -1.60540000
3.58111630 -1.60140000
3.59131184 -1.59710000
3.60150738 -1.59240000
3.61170291 -1.58730000
3.62189845 -1.58190000
3.63209399 -1.57610000
3.64228954 -1.57010000
3.65248508 -1.56370000
3.66268061 -1.55700000
3.67287615 -1.55000000
3.68307169 -1.54280000
3.69326723 -1.53540000
3.70346278 -1.52770000
3.71365832 -1.51990000
3.72385385 -1.51190000
3.73404939 -1.50390000
3.74424493 -1.49570000
3.75444047 -1.48740000
3.76463602 -1.47910000
3.77483156 -1.47080000
3.78502709 -1.46250000
3.79522263 -1.45420000
3.80541817 -1.44610000
3.81561371 -1.43790000
3.82580926 -1.42990000
3.83600480 -1.42210000
3.84620033 -1.41440000
3.85639587 -1.40680000
3.86659141 -1.39950000
3.87678695 -1.39240000
3.88698250 -1.38550000
3.89717803 -1.37890000
3.90737357 -1.37270000
3.91756911 -1.36680000
3.92776465 -1.36130000
3.93796019 -1.35640000
3.94815574 -1.35210000
3.95835127 -1.34880000
3.96854681 -1.34660000
3.97874235 -1.34580000

0.00000000 -1.31080000
0.01009415 -1.31080000
0.02018831 -1.31080000
0.03028246 -1.31090000
0.04037662 -1.31100000
0.05047077 -1.31110000
0.06056493 -1.31130000
0.07065908 -1.31160000
0.08075323 -1.31190000
0.09084739 -1.31240000
0.10094155 -1.31310000
0.11103570 -1.31390000
0.12112985 -1.31500000
0.13122401 -1.31620000
0.14131816 -1.31760000
0.15141231 -1.31930000
0.16150648 -1.32120000
0.17160063 -1.32250000
0.18169478 -1.32010000
0.19178893 -1.31750000
0.20188309 -1.31490000
0.21197724 -1.31220000
0.22207140 -1.30950000
0.23216556 -1.30680000
0.24225971 -1.30400000
0.25235386 -1.30130000
0.26244801 -1.29860000
0.27254217 -1.29590000
0.28263633 -1.29320000
0.29273048 -1.29060000
0.30282464 -1.28800000
0.31291879 -1.28550000
0.32301294 -1.28310000
0.33310709 -1.28080000
0.34320126 -1.27860000
0.35329541 -1.27650000
0.36338956 -1.27450000
0.37348372 -1.27260000
0.38357787 -1.27090000
0.39367202 -1.26930000
0.40376618 -1.26780000
0.41386034 -1.26650000
0.42395449 -1.26530000
0.43404864 -1.26430000
0.44414280 -1.26350000
0.45423695 -1.26280000
0.46433111 -1.26220000
0.47442526 -1.26180000
0.48451942 -1.26160000
0.49461357 -1.26150000
0.49461357 -1.26150000
0.50480911 -1.26190000
0.51500465 -1.26310000
0.52520019 -1.26500000
0.53539573 -1.26780000
0.54559127 -1.27150000
0.55578681 -1.27610000
0.56598235 -1.28150000
0.57617789 -1.28770000
0.58637342 -1.29450000
0.59656897 -1.30200000
0.60676451 -1.31000000
0.61696005 -1.31840000
0.62715559 -1.32710000
0.63735113 -1.33610000
0.64754666 -1.34530000
0.65774221 -1.35460000
0.66793775 -1.36400000
0.67813329 -1.37340000
0.68832883 -1.38260000
0.69852437 -1.39170000
0.70871990 -1.40060000
0.71891545 -1.40910000
0.72911099 -1.41730000
0.73930653 -1.42500000
0.74950207 -1.43210000
0.75969761 -1.43870000
0.76989314 -1.44450000
0.78008869 -1.44950000
0.79028423 -1.45360000
0.80047977 -1.45680000
0.81067531 -1.45910000
0.82087084 -1.46040000
0.83106638 -1.46070000
0.84126193 -1.46020000
0.85145747 -1.45900000
0.86165301 -1.45720000
0.87184855 -1.45500000
0.88204408 -1.45260000
0.89223962 -1.45030000
0.90243517 -1.44810000
0.91263071 -1.44620000
0.92282625 -1.44460000
0.93302179 -1.44340000
0.94321732 -1.44250000
0.95341286 -1.44180000
0.96360841 -1.44130000
0.97380395 -1.44100000
0.98399949 -1.44090000
0.99419503 -1.44080000
0.99419503 -1.44080000
1.00430920 -1.43990000
1.01442338 -1.43700000
1.02453755 -1.43240000
1.03465174 -1.42610000
1.04476591 -1.41820000
1.05488009 -1.40900000
1.06499427 -1.39860000
1.07510844 -1.38700000
1.08522262 -1.37460000
1.09533680 -1.36150000
1.10545098 -1.34760000
1.11556516 -1.33330000
1.12567933 -1.31850000
1.13579351 -1.30340000
1.14590768 -1.28800000
1.15602187 -1.27230000
1.16613604 -1.25660000
1.17625022 -1.24080000
1.18636440 -1.22500000
1.19647857 -1.22360000
1.20659275 -1.22340000
1.21670693 -1.22320000
1.22682111 -1.22310000
1.23693529 -1.22300000
1.24704946 -1.22290000
1.25716364 -1.22290000
1.26727781 -1.22290000
1.27739200 -1.22290000
1.28750617 -1.22300000
1.29762035 -1.22320000
1.30773453 -1.22340000
1.31784870 -1.22380000
1.32796288 -1.22420000
1.33807706 -1.22480000
1.34819124 -1.22540000
1.35830542 -1.22630000
1.36841959 -1.22730000
1.37853377 -1.22860000
1.38864794 -1.23020000
1.39876213 -1.23220000
1.40887630 -1.23460000
1.41899048 -1.23760000
1.42910466 -1.24120000
1.43921883 -1.24570000
1.44933301 -1.25120000
1.45944719 -1.25800000
1.46956137 -1.26630000
1.47967555 -1.27610000
1.48978972 -1.28490000
1.48978972 -1.28490000
1.49998526 -1.28500000
1.51018080 -1.28540000
1.52037634 -1.28570000
1.53057188 -1.28600000
1.54076742 -1.28640000
1.55096296 -1.28680000
1.56115850 -1.28740000
1.57135404 -1.28800000
1.58154958 -1.28870000
1.59174512 -1.28940000
1.60194066 -1.29030000
1.61213620 -1.29120000
1.62233174 -1.29230000
1.63252728 -1.29340000
1.64272281 -1.29460000
1.65291836 -1.29600000
1.66311390 -1.29740000
1.67330944 -1.29900000
1.68350498 -1.30070000
1.69370052 -1.30260000
1.70389605 -1.30470000
1.71409160 -1.30690000
1.72428714 -1.30940000
1.73448268 -1.31210000
1.74467822 -1.31510000
1.75487376 -1.31850000
1.76506929 -1.32220000
1.77526484 -1.32650000
1.78546038 -1.33120000
1.79565592 -1.33660000
1.80585146 -1.34270000
1.81604699 -1.34960000
1.82624253 -1.35730000
1.83643808 -1.36580000
1.84663362 -1.37520000
1.85682916 -1.38530000
1.86702470 -1.39620000
1.87722023 -1.40760000
1.88741577 -1.41940000
1.89761132 -1.43140000
1.90780686 -1.44350000
1.91800240 -1.45540000
1.92819794 -1.46670000
1.93839347 -1.47730000
1.94858901 -1.48680000
1.95878456 -1.49470000
1.96898010 -1.50080000
1.97917564 -1.50470000
1.98937118 -1.50600000
1.98937118 -1.50600000
1.99946533 -1.50610000
2.00955948 -1.50650000
2.01965363 -1.50710000
2.02974780 -1.50800000
2.03984195 -1.50920000
2.04993610 -1.51060000
2.06003026 -1.51220000
2.07012441 -1.51410000
2.08021856 -1.51620000
2.09031272 -1.51850000
2.10040688 -1.52100000
2.11050103 -1.52360000
2.12059518 -1.52650000
2.13068934 -1.52940000
2.14078349 -1.53260000
2.15087765 -1.53580000
2.16097180 -1.53920000
2.17106596 -1.54270000
2.18116011 -1.54630000
2.19125426 -1.54990000
2.20134842 -1.55360000
2.21144258 -1.55730000
2.22153673 -1.56110000
2.23163088 -1.56480000
2.24172504 -1.56860000
2.25181919 -1.57230000
2.26191334 -1.57610000
2.27200751 -1.57970000
2.28210166 -1.58330000
2.29219581 -1.58690000
2.30228996 -1.59030000
2.31238412 -1.59360000
2.32247827 -1.59690000
2.33257243 -1.60000000
2.34266659 -1.60290000
2.35276074 -1.60570000
2.36285489 -1.60840000
2.37294904 -1.61080000
2.38304320 -1.61310000
2.39313736 -1.61520000
2.40323151 -1.61710000
2.41332567 -1.61880000
2.42341982 -1.62030000
2.43351397 -1.62150000
2.44360812 -1.62260000
2.45370229 -1.62020000
2.46379644 -1.61670000
2.47389059 -1.61460000
2.48398475 -1.61390000
2.48398475 -1.61390000
2.49418028 -1.61320000
2.50437582 -1.61060000
2.51457136 -1.60440000
2.52476691 -1.59480000
2.53496245 -1.58330000
2.54515799 -1.57060000
2.55535352 -1.55700000
2.56554906 -1.54300000
2.57574460 -1.52870000
2.58594015 -1.51430000
2.59613569 -1.49990000
2.60633123 -1.48560000
2.61652676 -1.47140000
2.62672230 -1.45740000
2.63691784 -1.44360000
2.64711339 -1.43010000
2.65730893 -1.41700000
2.66750446 -1.40420000
2.67770000 -1.39180000
2.68789554 -1.37970000
2.69809108 -1.36810000
2.70828663 -1.35690000
2.71848217 -1.34610000
2.72867770 -1.33570000
2.73887324 -1.32570000
2.74906878 -1.31620000
2.75926432 -1.30720000
2.76945987 -1.29980000
2.77965541 -1.30540000
2.78985094 -1.31480000
2.80004648 -1.32420000
2.81024202 -1.33330000
2.82043756 -1.34220000
2.83063311 -1.35080000
2.84082864 -1.35900000
2.85102418 -1.36680000
2.86121972 -1.37420000
2.87141526 -1.38110000
2.88161080 -1.38750000
2.89180635 -1.39330000
2.90200188 -1.39840000
2.91219742 -1.40260000
2.92239296 -1.40540000
2.93258850 -1.40540000
2.94278404 -1.39960000
2.95297959 -1.38740000
2.96317512 -1.37440000
2.97337066 -1.36520000
2.98356620 -1.36190000
2.98356620 -1.36190000
2.99368038 -1.36540000
3.00379455 -1.37560000
3.01390873 -1.39130000
3.02402291 -1.41050000
3.03413709 -1.42940000
3.04425127 -1.43560000
3.05436544 -1.43690000
3.06447962 -1.43850000
3.07459379 -1.44020000
3.08470798 -1.43650000
3.09482215 -1.43080000
3.10493633 -1.42440000
3.11505051 -1.41740000
3.12516468 -1.40980000
3.13527886 -1.40180000
3.14539304 -1.39330000
3.15550722 -1.38440000
3.16562140 -1.37510000
3.17573557 -1.36550000
3.18584975 -1.35560000
3.19596392 -1.34550000
3.20607811 -1.33520000
3.21619228 -1.33850000
3.22630646 -1.34640000
3.23642064 -1.35440000
3.24653481 -1.36250000
3.25664899 -1.37070000
3.26676317 -1.37900000
3.27687735 -1.38720000
3.28699153 -1.39540000
3.29710570 -1.40360000
3.30721988 -1.41160000
3.31733405 -1.41940000
3.32744824 -1.42690000
3.33756241 -1.43420000
3.34767659 -1.44110000
3.35779077 -1.44750000
3.36790494 -1.45360000
3.37801912 -1.45910000
3.38813330 -1.46410000
3.39824748 -1.46860000
3.40836166 -1.47250000
3.41847583 -1.47590000
3.42859001 -1.47870000
3.43870418 -1.48110000
3.44881837 -1.48290000
3.45893254 -1.48410000
3.46904672 -1.48490000
3.47916090 -1.48520000
3.47916090 -1.48520000
3.48935643 -1.48510000
3.49955197 -1.48480000
3.50974751 -1.48430000
3.51994306 -1.48360000
3.53013860 -1.48260000
3.54033414 -1.48130000
3.55052967 -1.47970000
3.56072521 -1.47770000
3.57092075 -1.47530000
3.58111630 -1.47240000
3.59131184 -1.46900000
3.60150738 -1.46500000
3.61170291 -1.46050000
3.62189845 -1.45550000
3.63209399 -1.44990000
3.64228954 -1.44380000
3.65248508 -1.43720000
3.66268061 -1.43020000
3.67287615 -1.42280000
3.68307169 -1.41500000
3.69326723 -1.40700000
3.70346278 -1.39880000
3.71365832 -1.39050000
3.72385385 -1.38210000
3.73404939 -1.37380000
3.74424493 -1.36550000
3.75444047 -1.35740000
3.76463602 -1.34960000
3.77483156 -1.34210000
3.78502709 -1.33510000
3.79522263 -1.32860000
3.80541817 -1.32260000
3.81561371 -1.31730000
3.82580926 -1.31270000
3.83600480 -1.30880000
3.84620033 -1.30570000
3.85639587 -1.30320000
3.86659141 -1.30160000
3.87678695 -1.30060000
3.88698250 -1.30020000
3.89717803 -1.30040000
3.90737357 -1.30120000
3.91756911 -1.30240000
3.92776465 -1.30400000
3.93796019 -1.30570000
3.94815574 -1.30760000
3.95835127 -1.30920000
3.96854681 -1.31040000
3.97874235 -1.31080000

0.00000000 -1.24080000
0.01009415 -1.24090000
0.02018831 -1.24090000
0.03028246 -1.24100000
0.04037662 -1.24110000
0.05047077 -1.24120000
0.06056493 -1.24140000
0.07065908 -1.24140000
0.08075323 -1.24150000
0.09084739 -1.24140000
0.10094155 -1.24130000
0.11103570 -1.24110000
0.12112985 -1.24070000
0.13122401 -1.24010000
0.14131816 -1.23940000
0.15141231 -1.23850000
0.16150648 -1.23740000
0.17160063 -1.23620000
0.18169478 -1.23480000
0.19178893 -1.23330000
0.20188309 -1.23160000
0.21197724 -1.22980000
0.22207140 -1.22790000
0.23216556 -1.22590000
0.24225971 -1.22390000
0.25235386 -1.22180000
0.26244801 -1.21960000
0.27254217 -1.21740000
0.28263633 -1.21520000
0.29273048 -1.21300000
0.30282464 -1.21080000
0.31291879 -1.20860000
0.32301294 -1.20650000
0.33310709 -1.20440000
0.34320126 -1.20230000
0.35329541 -1.20030000
0.36338956 -1.19830000
0.37348372 -1.19640000
0.38357787 -1.19460000
0.39367202 -1.19300000
0.40376618 -1.19140000
0.41386034 -1.18990000
0.42395449 -1.18860000
0.43404864 -1.18750000
0.44414280 -1.18650000
0.45423695 -1.18560000
0.46433111 -1.18500000
0.47442526 -1.18450000
0.48451942 -1.18420000
0.49461357 -1.18410000
0.49461357 -1.18410000
0.50480911 -1.18410000
0.51500465 -1.18410000
0.52520019 -1.18410000
0.53539573 -1.18410000
0.54559127 -1.18400000
0.55578681 -1.18400000
0.56598235 -1.18400000
0.57617789 -1.18420000
0.58637342 -1.18460000
0.59656897 -1.18530000
0.60676451 -1.18630000
0.61696005 -1.18780000
0.62715559 -1.18960000
0.63735113 -1.19190000
0.64754666 -1.19460000
0.65774221 -1.19770000
0.66793775 -1.20120000
0.67813329 -1.20500000
0.68832883 -1.20920000
0.69852437 -1.21370000
0.70871990 -1.21830000
0.71891545 -1.22320000
0.72911099 -1.22820000
0.73930653 -1.23330000
0.74950207 -1.23840000
0.75969761 -1.24340000
0.76989314 -1.24830000
0.78008869 -1.25300000
0.79028423 -1.25740000
0.80047977 -1.26150000
0.81067531 -1.26510000
0.82087084 -1.26810000
0.83106638 -1.27050000
0.84126193 -1.27210000
0.85145747 -1.27280000
0.86165301 -1.27260000
0.87184855 -1.27140000
0.88204408 -1.26930000
0.89223962 -1.26630000
0.90243517 -1.26250000
0.91263071 -1.25830000
0.92282625 -1.25380000
0.93302179 -1.24920000
0.94321732 -1.24500000
0.95341286 -1.24120000
0.96360841 -1.23800000
0.97380395 -1.23570000
0.98399949 -1.23430000
0.99419503 -1.23380000
0.99419503 -1.23380000
1.00430920 -1.23370000
1.01442338 -1.23330000
1.02453755 -1.23280000
1.03465174 -1.23210000
1.04476591 -1.23130000
1.05488009 -1.23050000
1.06499427 -1.22970000
1.07510844 -1.22890000
1.08522262 -1.22820000
1.09533680 -1.22760000
1.10545098 -1.22700000
1.11556516 -1.22640000
1.12567933 -1.22600000
1.13579351 -1.22550000
1.14590768 -1.22510000
1.15602187 -1.22470000
1.16613604 -1.22440000
1.17625022 -1.22410000
1.18636440 -1.22370000
1.19647857 -1.20900000
1.20659275 -1.19320000
1.21670693 -1.17750000
1.22682111 -1.16200000
1.23693529 -1.14660000
1.24704946 -1.13140000
1.25716364 -1.11650000
1.26727781 -1.10180000
1.27739200 -1.08750000
1.28750617 -1.07350000
1.29762035 -1.05990000
1.30773453 -1.04670000
1.31784870 -1.03400000
1.32796288 -1.02170000
1.33807706 -1.01000000
1.34819124 -0.99890000
1.35830542 -0.98830000
1.36841959 -0.97840000
1.37853377 -0.96910000
1.38864794 -0.96050000
1.39876213 -0.95260000
1.40887630 -0.94540000
1.41899048 -0.93900000
1.42910466 -0.93350000
1.43921883 -0.92870000
1.44933301 -0.92480000
1.45944719 -0.92170000
1.46956137 -0.91950000
1.47967555 -0.91820000
1.48978972 -0.91770000
1.48978972 -0.91770000
1.49998526 -0.91790000
1.51018080 -0.91860000
1.52037634 -0.91970000
1.53057188 -0.92130000
1.54076742 -0.92350000
1.55096296 -0.92630000
1.56115850 -0.92980000
1.57135404 -0.93400000
1.58154958 -0.93890000
1.59174512 -0.94460000
1.60194066 -0.95100000
1.61213620 -0.95810000
1.62233174 -0.96590000
1.63252728 -0.97440000
1.64272281 -0.98360000
1.65291836 -0.99330000
1.66311390 -1.00360000
1.67330944 -1.01430000
1.68350498 -1.02550000
1.69370052 -1.03710000
1.70389605 -1.04900000
1.71409160 -1.06120000
1.72428714 -1.07360000
1.73448268 -1.08610000
1.74467822 -1.09870000
1.75487376 -1.11120000
1.76506929 -1.12350000
1.77526484 -1.13570000
1.78546038 -1.14740000
1.79565592 -1.15870000
1.80585146 -1.16930000
1.81604699 -1.17930000
1.82624253 -1.18840000
1.83643808 -1.19660000
1.84663362 -1.20380000
1.85682916 -1.21000000
1.86702470 -1.21530000
1.87722023 -1.21960000
1.88741577 -1.22300000
1.89761132 -1.22550000
1.90780686 -1.22730000
1.91800240 -1.22830000
1.92819794 -1.22860000
1.93839347 -1.22840000
1.94858901 -1.22780000
1.95878456 -1.22700000
1.96898010 -1.22610000
1.97917564 -1.22540000
1.98937118 -1.22520000
1.98937118 -1.22520000
1.99946533 -1.22490000
2.00955948 -1.22420000
2.01965363 -1.22310000
2.02974780 -1.22160000
2.03984195 -1.21970000
2.04993610 -1.21750000
2.06003026 -1.21490000
2.07012441 -1.21210000
2.08021856 -1.20910000
2.09031272 -1.20580000
2.10040688 -1.20240000
2.11050103 -1.19880000
2.12059518 -1.19500000
2.13068934 -1.19110000
2.14078349 -1.18710000
2.15087765 -1.18300000
2.16097180 -1.17880000
2.17106596 -1.17450000
2.18116011 -1.17020000
2.19125426 -1.16580000
2.20134842 -1.16130000
2.21144258 -1.15690000
2.22153673 -1.15240000
2.23163088 -1.14790000
2.24172504 -1.14340000
2.25181919 -1.13900000
2.26191334 -1.13470000
2.27200751 -1.13040000
2.28210166 -1.12620000
2.29219581 -1.12220000
2.30228996 -1.11830000
2.31238412 -1.11470000
2.32247827 -1.11150000
2.33257243 -1.10880000
2.34266659 -1.10700000
2.35276074 -1.10700000
2.36285489 -1.11040000
2.37294904 -1.11830000
2.38304320 -1.12920000
2.39313736 -1.14140000
2.40323151 -1.15360000
2.41332567 -1.16530000
2.42341982 -1.17610000
2.43351397 -1.18580000
2.44360812 -1.19410000
2.45370229 -1.20080000
2.46379644 -1.20580000
2.47389059 -1.20880000
2.48398475 -1.20980000
2.48398475 -1.20980000
2.49418028 -1.20960000
2.50437582 -1.20910000
2.51457136 -1.20820000
2.52476691 -1.20690000
2.53496245 -1.20530000
2.54515799 -1.20340000
2.55535352 -1.20110000
2.56554906 -1.19850000
2.57574460 -1.19560000
2.58594015 -1.19260000
2.59613569 -1.18930000
2.60633123 -1.18610000
2.61652676 -1.18320000
2.62672230 -1.18120000
2.63691784 -1.18100000
2.64711339 -1.18340000
2.65730893 -1.18870000
2.66750446 -1.19600000
2.67770000 -1.20460000
2.68789554 -1.21390000
2.69809108 -1.22360000
2.70828663 -1.23360000
2.71848217 -1.24380000
2.72867770 -1.25410000
2.73887324 -1.26430000
2.74906878 -1.27450000
2.75926432 -1.28450000
2.76945987 -1.29330000
2.77965541 -1.28920000
2.78985094 -1.28160000
2.80004648 -1.27420000
2.81024202 -1.26710000
2.82043756 -1.26050000
2.83063311 -1.25430000
2.84082864 -1.24860000
2.85102418 -1.24330000
2.86121972 -1.23860000
2.87141526 -1.23440000
2.88161080 -1.23090000
2.89180635 -1.22800000
2.90200188 -1.22600000
2.91219742 -1.22470000
2.92239296 -1.22450000
2.93258850 -1.22520000
2.94278404 -1.22700000
2.95297959 -1.22960000
2.96317512 -1.23250000
2.97337066 -1.23500000
2.98356620 -1.23590000
2.98356620 -1.23590000
2.99368038 -1.23610000
3.00379455 -1.23680000
3.01390873 -1.23790000
3.02402291 -1.23940000
3.03413709 -1.24140000
3.04425127 -1.24380000
3.05436544 -1.24660000
3.06447962 -1.24990000
3.07459379 -1.25350000
3.08470798 -1.25750000
3.09482215 -1.26190000
3.10493633 -1.26660000
3.11505051 -1.27170000
3.12516468 -1.27720000
3.13527886 -1.28290000
3.14539304 -1.28900000
3.15550722 -1.29530000
3.16562140 -1.30190000
3.17573557 -1.30880000
3.18584975 -1.31590000
3.19596392 -1.32330000
3.20607811 -1.33080000
3.21619228 -1.32460000
3.22630646 -1.31400000
3.23642064 -1.30320000
3.24653481 -1.29240000
3.25664899 -1.28150000
3.26676317 -1.27070000
3.27687735 -1.25990000
3.28699153 -1.24920000
3.29710570 -1.23860000
3.30721988 -1.22820000
3.31733405 -1.21800000
3.32744824 -1.20810000
3.33756241 -1.19850000
3.34767659 -1.18920000
3.35779077 -1.18030000
3.36790494 -1.17180000
3.37801912 -1.16390000
3.38813330 -1.15650000
3.39824748 -1.14970000
3.40836166 -1.14350000
3.41847583 -1.13810000
3.42859001 -1.13340000
3.43870418 -1.12940000
3.44881837 -1.12630000
3.45893254 -1.12410000
3.46904672 -1.12280000
3.47916090 -1.12230000
3.47916090 -1.12230000
3.48935643 -1.12240000
3.49955197 -1.12270000
3.50974751 -1.12330000
3.51994306 -1.12420000
3.53013860 -1.12570000
3.54033414 -1.12830000
3.55052967 -1.13200000
3.56072521 -1.13670000
3.57092075 -1.14220000
3.58111630 -1.14840000
3.59131184 -1.15520000
3.60150738 -1.16250000
3.61170291 -1.17000000
3.62189845 -1.17750000
3.63209399 -1.18500000
3.64228954 -1.19220000
3.65248508 -1.19900000
3.66268061 -1.20540000
3.67287615 -1.21110000
3.68307169 -1.21630000
3.69326723 -1.22090000
3.70346278 -1.22490000
3.71365832 -1.22830000
3.72385385 -1.23110000
3.73404939 -1.23350000
3.74424493 -1.23540000
3.75444047 -1.23700000
3.76463602 -1.23820000
3.77483156 -1.23910000
3.78502709 -1.23980000
3.79522263 -1.24020000
3.80541817 -1.24050000
3.81561371 -1.24080000
3.82580926 -1.24090000
3.83600480 -1.24100000
3.84620033 -1.24100000
3.85639587 -1.24110000
3.86659141 -1.24110000
3.87678695 -1.24120000
3.88698250 -1.24120000
3.89717803 -1.24110000
3.90737357 -1.24110000
3.91756911 -1.24110000
3.92776465 -1.24100000
3.93796019 -1.24100000
3.94815574 -1.24090000
3.95835127 -1.24090000
3.96854681 -1.24080000
3.97874235 -1.24080000

0.00000000 -1.12570000
0.01009415 -1.12570000
0.02018831 -1.12560000
0.03028246 -1.12550000
0.04037662 -1.12540000
0.05047077 -1.12520000
0.06056493 -1.12490000
0.07065908 -1.12460000
0.08075323 -1.12410000
0.09084739 -1.12350000
0.10094155 -1.12280000
0.11103570 -1.12180000
0.12112985 -1.12060000
0.13122401 -1.11920000
0.14131816 -1.11740000
0.15141231 -1.11520000
0.16150648 -1.11270000
0.17160063 -1.10960000
0.18169478 -1.10610000
0.19178893 -1.10190000
0.20188309 -1.09700000
0.21197724 -1.09150000
0.22207140 -1.08510000
0.23216556 -1.07780000
0.24225971 -1.06970000
0.25235386 -1.06070000
0.26244801 -1.05090000
0.27254217 -1.04050000
0.28263633 -1.03020000
0.29273048 -1.02090000
0.30282464 -1.02240000
0.31291879 -1.02950000
0.32301294 -1.03650000
0.33310709 -1.04320000
0.34320126 -1.04970000
0.35329541 -1.05590000
0.36338956 -1.06180000
0.37348372 -1.06730000
0.38357787 -1.07250000
0.39367202 -1.07730000
0.40376618 -1.08170000
0.41386034 -1.08570000
0.42395449 -1.08920000
0.43404864 -1.09230000
0.44414280 -1.09500000
0.45423695 -1.09710000
0.46433111 -1.09880000
0.47442526 -1.10000000
0.48451942 -1.10080000
0.49461357 -1.10100000
0.49461357 -1.10100000
0.50480911 -1.10150000
0.51500465 -1.10300000
0.52520019 -1.10490000
0.53539573 -1.10700000
0.54559127 -1.10920000
0.55578681 -1.11120000
0.56598235 -1.11320000
0.57617789 -1.11490000
0.58637342 -1.11650000
0.59656897 -1.11800000
0.60676451 -1.11940000
0.61696005 -1.12060000
0.62715559 -1.12170000
0.63735113 -1.12260000
0.64754666 -1.12350000
0.65774221 -1.12430000
0.66793775 -1.12490000
0.67813329 -1.12550000
0.68832883 -1.12610000
0.69852437 -1.12660000
0.70871990 -1.12700000
0.71891545 -1.12740000
0.72911099 -1.12780000
0.73930653 -1.12810000
0.74950207 -1.12840000
0.75969761 -1.12870000
0.76989314 -1.12890000
0.78008869 -1.12910000
0.79028423 -1.12930000
0.80047977 -1.12950000
0.81067531 -1.12960000
0.82087084 -1.12970000
0.83106638 -1.12970000
0.84126193 -1.12970000
0.85145747 -1.12960000
0.86165301 -1.12940000
0.87184855 -1.12920000
0.88204408 -1.12890000
0.89223962 -1.12860000
0.90243517 -1.12820000
0.91263071 -1.12770000
0.92282625 -1.12720000
0.93302179 -1.12660000
0.94321732 -1.12610000
0.95341286 -1.12560000
0.96360841 -1.12510000
0.97380395 -1.12470000
0.98399949 -1.12450000
0.99419503 -1.12440000
0.99419503 -1.12440000
1.00430920 -1.12350000
1.01442338 -1.12090000
1.02453755 -1.11650000
1.03465174 -1.11050000
1.04476591 -1.10290000
1.05488009 -1.09370000
1.06499427 -1.08320000
1.07510844 -1.07150000
1.08522262 -1.05860000
1.09533680 -1.04480000
