# energy s p d
-2.027349999999999852e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.026749999999999829e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.026149999999999807e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.025549999999999784e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.024940000000000140e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.024340000000000117e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.023740000000000094e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.023140000000000072e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.022529999999999717e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.021930000000000405e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.021330000000000382e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.020730000000000359e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.020120000000000005e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.019519999999999982e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.018919999999999959e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.018319999999999936e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.017710000000000292e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.017110000000000269e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.016510000000000247e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.015910000000000224e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.015310000000000201e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.014699999999999847e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.014099999999999824e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.013499999999999801e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.012899999999999778e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.012290000000000134e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.011690000000000111e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.011090000000000089e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.010490000000000066e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.009880000000000422e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.009280000000000399e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.008680000000000376e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.008080000000000354e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.007480000000000331e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.006869999999999976e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.006269999999999953e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.005669999999999931e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.005069999999999908e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.004460000000000264e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.003860000000000241e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.003260000000000218e+01 3.000000000000000279e-04 0.000000000000000000e+00 0.000000000000000000e+00
-2.002660000000000196e+01 6.000000000000000559e-04 0.000000000000000000e+00 0.000000000000000000e+00
-2.002049999999999841e+01 8.999999999999999754e-04 0.000000000000000000e+00 0.000000000000000000e+00
-2.001449999999999818e+01 1.799999999999999951e-03 3.000000000000000279e-04 0.000000000000000000e+00
-2.000849999999999795e+01 3.899999999999999821e-03 4.000000000000000192e-04 0.000000000000000000e+00
-2.000249999999999773e+01 6.899999999999999883e-03 1.100000000000000066e-03 0.000000000000000000e+00
-1.999640000000000128e+01 1.250000000000000069e-02 1.799999999999999951e-03 0.000000000000000000e+00
-1.999040000000000106e+01 2.210000000000000159e-02 3.600000000000000335e-03 0.000000000000000000e+00
-1.998440000000000083e+01 3.729999999999999982e-02 5.999999999999999258e-03 0.000000000000000000e+00
-1.997840000000000060e+01 6.199999999999999956e-02 1.009999999999999960e-02 0.000000000000000000e+00
-1.997240000000000038e+01 9.970000000000001084e-02 1.619999999999999912e-02 0.000000000000000000e+00
-1.996630000000000393e+01 1.557000000000000051e-01 2.589999999999999941e-02 0.000000000000000000e+00
-1.996030000000000371e+01 2.364999999999999880e-01 3.939999999999999752e-02 0.000000000000000000e+00
-1.995430000000000348e+01 3.488999999999999879e-01 5.770000000000000129e-02 0.000000000000000000e+00
-1.994830000000000325e+01 5.001999999999999780e-01 8.290000000000000147e-02 0.000000000000000000e+00
-1.994219999999999970e+01 6.964000000000000190e-01 1.152999999999999997e-01 0.000000000000000000e+00
-1.993619999999999948e+01 9.417999999999999705e-01 1.558999999999999830e-01 0.000000000000000000e+00
-1.993019999999999925e+01 1.237499999999999822e+00 2.050000000000000155e-01 0.000000000000000000e+00
-1.992419999999999902e+01 1.579899999999999860e+00 2.618999999999999662e-01 0.000000000000000000e+00
-1.991810000000000258e+01 1.959300000000000042e+00 3.245000000000000107e-01 0.000000000000000000e+00
-1.991210000000000235e+01 2.360300000000000065e+00 3.913000000000000367e-01 0.000000000000000000e+00
-1.990610000000000213e+01 2.762699999999999712e+00 4.575000000000000178e-01 0.000000000000000000e+00
-1.990010000000000190e+01 3.141000000000000014e+00 5.202999999999999847e-01 0.000000000000000000e+00
-1.989410000000000167e+01 3.469500000000000028e+00 5.746999999999999886e-01 0.000000000000000000e+00
-1.988799999999999812e+01 3.722999999999999865e+00 6.169000000000000039e-01 0.000000000000000000e+00
-1.988199999999999790e+01 3.880799999999999805e+00 6.430000000000000160e-01 0.000000000000000000e+00
-1.987599999999999767e+01 3.930200000000000138e+00 6.509000000000000341e-01 0.000000000000000000e+00
-1.986999999999999744e+01 3.866599999999999593e+00 6.402999999999999803e-01 0.000000000000000000e+00
-1.986390000000000100e+01 3.695299999999999585e+00 6.121000000000000885e-01 0.000000000000000000e+00
-1.985790000000000077e+01 3.431000000000000050e+00 5.684000000000000163e-01 0.000000000000000000e+00
-1.985190000000000055e+01 3.094600000000000239e+00 5.123999999999999666e-01 0.000000000000000000e+00
-1.984590000000000032e+01 2.711700000000000443e+00 4.492000000000000437e-01 0.000000000000000000e+00
-1.983980000000000388e+01 2.308300000000000018e+00 3.822999999999999732e-01 0.000000000000000000e+00
-1.983380000000000365e+01 1.909000000000000252e+00 3.163000000000000256e-01 0.000000000000000000e+00
-1.982780000000000342e+01 1.533600000000000074e+00 2.540999999999999925e-01 0.000000000000000000e+00
-1.982180000000000319e+01 1.196800000000000086e+00 1.983000000000000040e-01 0.000000000000000000e+00
-1.981569999999999965e+01 9.072999999999999954e-01 1.504000000000000059e-01 0.000000000000000000e+00
-1.980969999999999942e+01 6.684000000000001052e-01 1.108999999999999986e-01 0.000000000000000000e+00
-1.980369999999999919e+01 4.783000000000000029e-01 7.929999999999999549e-02 0.000000000000000000e+00
-1.979769999999999897e+01 3.323999999999999733e-01 5.519999999999999907e-02 0.000000000000000000e+00
-1.979169999999999874e+01 2.243999999999999884e-01 3.750000000000000555e-02 0.000000000000000000e+00
-1.978560000000000230e+01 1.474000000000000032e-01 2.450000000000000094e-02 0.000000000000000000e+00
-1.977960000000000207e+01 9.379999999999999449e-02 1.560000000000000102e-02 0.000000000000000000e+00
-1.977360000000000184e+01 5.819999999999999479e-02 9.700000000000000289e-03 0.000000000000000000e+00
-1.976760000000000161e+01 3.490000000000000047e-02 5.699999999999999338e-03 0.000000000000000000e+00
-1.976149999999999807e+01 2.050000000000000086e-02 3.299999999999999982e-03 0.000000000000000000e+00
-1.975549999999999784e+01 1.159999999999999920e-02 1.799999999999999951e-03 0.000000000000000000e+00
-1.974949999999999761e+01 6.300000000000000044e-03 1.100000000000000066e-03 0.000000000000000000e+00
-1.974349999999999739e+01 3.600000000000000769e-03 4.000000000000000192e-04 0.000000000000000000e+00
-1.973740000000000094e+01 1.799999999999999951e-03 3.000000000000000279e-04 0.000000000000000000e+00
-1.973140000000000072e+01 8.999999999999999754e-04 0.000000000000000000e+00 0.000000000000000000e+00
-1.972540000000000049e+01 3.000000000000000279e-04 0.000000000000000000e+00 0.000000000000000000e+00
-1.971940000000000026e+01 3.000000000000000279e-04 0.000000000000000000e+00 0.000000000000000000e+00
-1.971340000000000003e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.970730000000000359e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.970130000000000337e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.969530000000000314e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.968930000000000291e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.968319999999999936e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.967719999999999914e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.967119999999999891e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.966519999999999868e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.965910000000000224e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.965310000000000201e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.964710000000000178e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.964110000000000156e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.963499999999999801e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.962899999999999778e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.962299999999999756e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.961699999999999733e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.961100000000000421e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.960490000000000066e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.959890000000000043e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.959290000000000020e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.958689999999999998e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.958080000000000354e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.957480000000000331e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.956880000000000308e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.956280000000000285e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.955669999999999931e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.955069999999999908e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.954469999999999885e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.953869999999999862e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
