# energy s p d
-1.474410000000000132e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.473810000000000109e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.473210000000000086e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.472600000000000087e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.472000000000000064e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.471400000000000041e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.470800000000000018e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.470190000000000019e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.469589999999999996e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.468990000000000151e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.468390000000000128e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.467780000000000129e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.467180000000000106e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.466580000000000084e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.465980000000000061e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.465380000000000038e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.464770000000000039e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.464170000000000016e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.463569999999999993e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.462970000000000148e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.462360000000000149e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.461760000000000126e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.461160000000000103e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.460560000000000080e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.459950000000000081e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.459350000000000058e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.458750000000000036e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.458150000000000013e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.457549999999999990e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.456939999999999991e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.456340000000000146e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.455740000000000123e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.455140000000000100e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.454530000000000101e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.453930000000000078e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.453330000000000055e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.452730000000000032e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.452120000000000033e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.451520000000000010e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.450919999999999987e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.450320000000000142e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.449710000000000143e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.449110000000000120e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.448510000000000097e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.447910000000000075e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.447310000000000052e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.446700000000000053e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.446100000000000030e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.445500000000000007e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.444899999999999984e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.444289999999999985e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.443690000000000140e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.443090000000000117e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.442490000000000094e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.441880000000000095e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.441280000000000072e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.440680000000000049e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.440080000000000027e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.439480000000000004e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.438870000000000005e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.438269999999999982e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.437670000000000137e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.437070000000000114e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.436460000000000115e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.435860000000000092e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.435260000000000069e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.434660000000000046e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.434050000000000047e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.433450000000000024e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.432850000000000001e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.432250000000000156e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.431640000000000157e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.431040000000000134e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.430440000000000111e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.429840000000000089e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.429240000000000066e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.428630000000000067e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.428030000000000044e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.427430000000000021e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.426829999999999998e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.426219999999999999e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.425620000000000154e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.425020000000000131e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.424420000000000108e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.423810000000000109e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.423210000000000086e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.422610000000000063e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.422010000000000041e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.421410000000000018e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.420800000000000018e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.420199999999999996e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.419600000000000151e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.419000000000000128e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.418390000000000128e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.417790000000000106e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.417190000000000083e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.416590000000000060e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.415980000000000061e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.415380000000000038e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.414780000000000015e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.414179999999999993e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.413569999999999993e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.412970000000000148e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.412370000000000125e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.411770000000000103e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.411170000000000080e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.410560000000000080e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.409960000000000058e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.409360000000000035e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.408760000000000012e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.408150000000000013e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.407549999999999990e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.406950000000000145e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.406350000000000122e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.405740000000000123e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.405140000000000100e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.404540000000000077e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.403940000000000055e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.403340000000000032e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.402730000000000032e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.402130000000000010e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.401529999999999987e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.400930000000000142e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.400320000000000142e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.399720000000000120e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.399120000000000097e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.398520000000000074e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.397910000000000075e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.397310000000000052e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.396710000000000029e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.396110000000000007e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.395500000000000007e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.394899999999999984e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.394300000000000139e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.393700000000000117e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.393100000000000094e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.392490000000000094e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.391890000000000072e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.391290000000000049e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.390690000000000026e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.390080000000000027e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.389480000000000004e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.388879999999999981e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.388280000000000136e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.387670000000000137e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.387070000000000114e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.386470000000000091e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.385870000000000068e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.385270000000000046e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.384660000000000046e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.384060000000000024e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.383460000000000001e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.382860000000000156e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.382250000000000156e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.381650000000000134e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.381050000000000111e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.380450000000000088e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.379840000000000089e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.379240000000000066e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.378640000000000043e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.378040000000000020e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.377439999999999998e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.376829999999999998e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.376230000000000153e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.375630000000000130e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.375030000000000108e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.374420000000000108e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.373820000000000086e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.373220000000000063e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.372620000000000040e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.372010000000000041e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.371410000000000018e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.370809999999999995e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.370210000000000150e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.369600000000000151e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.369000000000000128e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.368400000000000105e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.367800000000000082e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.367200000000000060e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.366590000000000060e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.365990000000000038e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.365390000000000015e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.364789999999999992e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.364179999999999993e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.363580000000000148e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.362980000000000125e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.362380000000000102e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.361770000000000103e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.361170000000000080e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.360570000000000057e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.359970000000000034e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.359370000000000012e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.358760000000000012e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.358159999999999989e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.357560000000000144e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.356960000000000122e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.356350000000000122e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.355750000000000099e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.355150000000000077e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.354550000000000054e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.353940000000000055e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.353340000000000032e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.352740000000000009e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.352139999999999986e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.351529999999999987e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.350930000000000142e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.350330000000000119e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.349730000000000096e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.349130000000000074e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.348520000000000074e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.347920000000000051e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.347320000000000029e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.346720000000000006e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.346110000000000007e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.345509999999999984e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.344910000000000139e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.344310000000000116e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.343700000000000117e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.343100000000000094e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.342500000000000071e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.341900000000000048e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.341300000000000026e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.340690000000000026e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.340090000000000003e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.339490000000000158e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.338890000000000136e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.338280000000000136e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.337680000000000113e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.337080000000000091e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.336480000000000068e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.335870000000000068e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.335270000000000046e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.334670000000000023e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.334070000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.333460000000000001e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.332860000000000156e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.332260000000000133e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.331660000000000110e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.331060000000000088e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.330450000000000088e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.329850000000000065e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.329250000000000043e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.328650000000000020e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.328040000000000020e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.327439999999999998e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.326840000000000153e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.326240000000000130e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.325630000000000130e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.325030000000000108e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.324430000000000085e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.323830000000000062e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.323230000000000040e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.322620000000000040e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.322020000000000017e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.321419999999999995e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.320820000000000149e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.320210000000000150e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.319610000000000127e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.319010000000000105e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.318410000000000082e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.317800000000000082e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.317200000000000060e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.316600000000000037e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.316000000000000014e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.315390000000000015e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.314789999999999992e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.314190000000000147e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.313590000000000124e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.312990000000000101e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.312380000000000102e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.311780000000000079e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.311180000000000057e+01 3.000000000000000279e-04 0.000000000000000000e+00 0.000000000000000000e+00
-1.310580000000000034e+01 9.000000000000001922e-04 0.000000000000000000e+00 0.000000000000000000e+00
-1.309970000000000034e+01 1.200000000000000112e-03 0.000000000000000000e+00 0.000000000000000000e+00
-1.309370000000000012e+01 2.100000000000000304e-03 1.000000000000000048e-04 0.000000000000000000e+00
-1.308769999999999989e+01 4.200000000000000608e-03 4.000000000000000192e-04 0.000000000000000000e+00
-1.308170000000000144e+01 6.999999999999999278e-03 7.000000000000001013e-04 0.000000000000000000e+00
-1.307560000000000144e+01 1.230000000000000190e-02 1.300000000000000157e-03 0.000000000000000000e+00
-1.306960000000000122e+01 2.069999999999999618e-02 2.399999999999999790e-03 0.000000000000000000e+00
-1.306360000000000099e+01 3.349999999999999506e-02 3.800000000000000426e-03 0.000000000000000000e+00
-1.305760000000000076e+01 5.380000000000000060e-02 6.000000000000000125e-03 0.000000000000000000e+00
-1.305160000000000053e+01 8.379999999999998561e-02 9.899999999999999079e-03 0.000000000000000000e+00
-1.304550000000000054e+01 1.275999999999999912e-01 1.439999999999999961e-02 0.000000000000000000e+00
-1.303950000000000031e+01 1.897999999999999687e-01 2.129999999999999949e-02 0.000000000000000000e+00
-1.303350000000000009e+01 2.753999999999999782e-01 3.109999999999999917e-02 0.000000000000000000e+00
